visitor_id,first_visit_date,collection_location,acquisition_channel,utm_source,utm_medium,utm_campaign,landing_page,referrer_domain,device_category,device_os,browser,country,region,city,language,visit_count,is_returning_visitor,pageviews_total,pages_per_session,session_count,avg_session_duration_sec,total_time_on_site_sec,bounced_flag,viewed_pricing_flag,viewed_docs_flag,viewed_demo_flag,cta_getstarted_clicked,signed_up_flag,signup_user_id,days_to_signup,cohort_week
vis_002272,2026-04-07,Outside Campus,newsletter,newsletter,email,beta_waitlist,/blog/cognitive-waste-index,aiweekly.newsletter,desktop,Windows,Safari,United States,California,San Francisco,en-US,1,0,1,1.0,1,71,71,1,0,0,0,0,0,,,2026-W15
vis_002273,2026-04-07,Outside Campus,direct,(direct),none,none,/,(direct),desktop,macOS,Chrome,United Kingdom,England,London,en-GB,4,1,3,0.75,4,70,280,0,0,0,0,0,0,,,2026-W15
vis_002274,2026-04-07,Outside Campus,direct,(direct),none,none,/features,(direct),mobile,iOS,Chrome,United States,New York,New York,en-US,2,1,8,4.0,2,349,698,0,1,0,1,1,1,usr_00164,0,2026-W15
vis_002275,2026-04-07,Outside Campus,hackernews,hackernews,social,show_hn_launch,/features,news.ycombinator.com,desktop,Windows,Chrome,France,Ile-de-France,Paris,fr,1,0,6,6.0,1,112,112,0,0,0,0,0,0,,,2026-W15
vis_002276,2026-04-07,DSU Campus,referral,referral,referral,partner_aiweekly,/,google.com,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,2,1,4,2.0,2,104,208,0,0,1,1,0,0,,,2026-W15
vis_002277,2026-04-07,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/features,t.co,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,1,4,4.0,1,172,172,0,0,1,0,0,0,,,2026-W15
vis_002278,2026-04-07,Outside Campus,direct,(direct),none,none,/features,(direct),desktop,Windows,Safari,Singapore,Central,Singapore,en-SG,4,1,3,0.75,4,68,272,0,0,1,0,0,0,,,2026-W15
vis_002279,2026-04-07,DSU Campus,hackernews,hackernews,social,show_hn_launch,/features,news.ycombinator.com,mobile,iOS,Firefox,India,Karnataka,Bengaluru,en-IN,1,0,1,1.0,1,37,37,1,0,0,1,0,0,,,2026-W15
vis_002280,2026-04-07,Outside Campus,organic_search,organic_search,organic,none,/,google.com,tablet,Android,Chrome,Australia,New South Wales,Sydney,en-AU,4,1,2,0.5,4,126,504,0,0,0,0,0,0,,,2026-W15
vis_002281,2026-04-07,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/blog/llm-observability-guide,google.com,desktop,Windows,Chrome,Japan,Tokyo,Tokyo,ja,1,0,5,5.0,1,235,235,0,1,0,0,0,0,,,2026-W15
vis_002282,2026-04-07,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/pricing,linkedin.com,desktop,Windows,Chrome,India,Karnataka,Bengaluru,en-IN,3,1,5,1.67,3,164,492,0,1,1,0,0,0,,,2026-W15
vis_002283,2026-04-07,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/llm-observability-guide,t.co,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,0,3,3.0,1,140,140,0,0,1,0,0,0,,,2026-W15
vis_002284,2026-04-07,Outside Campus,newsletter,newsletter,email,beta_waitlist,/features,aiweekly.newsletter,desktop,Windows,Chrome,Australia,New South Wales,Sydney,en-AU,1,0,7,7.0,1,380,380,0,0,0,0,1,1,usr_00165,0,2026-W15
vis_002285,2026-04-07,DSU Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/blog/llm-observability-guide,google.com,mobile,iOS,Chrome,India,Karnataka,Bengaluru,en-IN,3,1,4,1.33,3,1852,5556,0,0,1,0,0,0,,,2026-W15
vis_002286,2026-04-07,DSU Campus,social_twitter,social_twitter,social,llm_observability_buzz,/pricing,t.co,desktop,Windows,Safari,India,Karnataka,Bengaluru,en-IN,2,1,5,2.5,2,200,400,0,0,0,0,0,0,,,2026-W15
vis_002287,2026-04-07,Outside Campus,direct,(direct),none,none,/blog/zero-trust-llm-security,(direct),mobile,iOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,3,3.0,1,143,143,0,0,1,0,0,0,,,2026-W15
vis_002288,2026-04-07,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/pricing,linkedin.com,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,136,136,0,0,0,0,0,0,,,2026-W15
vis_002289,2026-04-07,DSU Campus,referral,referral,referral,partner_aiweekly,/,google.com,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,174,174,0,0,0,0,0,0,,,2026-W15
vis_002290,2026-04-07,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/llm-observability-guide,t.co,desktop,macOS,Chrome,Singapore,Central,Singapore,en-SG,1,0,3,3.0,1,106,106,0,1,0,0,0,0,,,2026-W15
vis_002291,2026-04-07,DSU Campus,referral,referral,referral,partner_aiweekly,/blog/llm-observability-guide,google.com,desktop,macOS,Edge,India,Karnataka,Bengaluru,en-IN,3,1,1,0.33,3,45,135,1,0,1,0,0,0,,,2026-W15
vis_002292,2026-04-07,DSU Campus,referral,referral,referral,partner_aiweekly,/blog/zero-trust-llm-security,google.com,mobile,iOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,99,99,0,0,0,0,0,0,,,2026-W15
vis_002293,2026-04-07,Outside Campus,organic_search,organic_search,organic,none,/,google.com,desktop,Windows,Firefox,United States,California,San Francisco,en-US,3,1,4,1.33,3,159,477,0,0,0,1,0,0,,,2026-W15
vis_002294,2026-04-07,DSU Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/cognitive-waste-index,t.co,desktop,Linux,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,5,5.0,1,1277,1277,0,0,1,0,0,0,,,2026-W15
vis_002295,2026-04-07,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/,t.co,desktop,Windows,Safari,India,Karnataka,Bengaluru,en-IN,1,0,3,3.0,1,401,401,0,0,1,0,0,0,,,2026-W15
vis_002296,2026-04-07,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/blog/cognitive-waste-index,google.com,desktop,macOS,Safari,Canada,Ontario,Toronto,en-CA,2,1,3,1.5,2,127,254,0,0,1,0,0,0,,,2026-W15
vis_002297,2026-04-07,Outside Campus,organic_search,organic_search,organic,none,/blog/cognitive-waste-index,google.com,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,232,232,0,0,0,0,0,0,,,2026-W15
vis_002298,2026-04-07,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/cognitive-waste-index,t.co,mobile,iOS,Chrome,Israel,Tel Aviv,Tel Aviv,he,1,0,5,5.0,1,270,270,0,0,0,0,0,0,,,2026-W15
vis_002299,2026-04-07,Outside Campus,hackernews,hackernews,social,show_hn_launch,/blog/cognitive-waste-index,news.ycombinator.com,desktop,Windows,Safari,United States,New York,New York,en-US,3,1,3,1.0,3,355,1065,0,1,1,0,0,0,,,2026-W15
vis_002300,2026-04-07,Outside Campus,organic_search,organic_search,organic,none,/,google.com,desktop,Windows,Chrome,Brazil,Sao Paulo,Sao Paulo,pt-BR,1,1,1,1.0,1,180,180,1,0,0,0,0,0,,,2026-W15
vis_002301,2026-04-07,Outside Campus,organic_search,organic_search,organic,none,/docs,google.com,desktop,macOS,Edge,France,Ile-de-France,Paris,fr,1,0,3,3.0,1,245,245,0,1,1,0,1,1,usr_00166,0,2026-W15
vis_002302,2026-04-07,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/docs,linkedin.com,mobile,Android,Chrome,United Kingdom,England,London,en-GB,3,1,2,0.67,3,95,285,0,1,0,0,0,0,,,2026-W15
vis_002303,2026-04-07,Outside Campus,referral,referral,referral,partner_aiweekly,/docs,google.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,0,7,7.0,1,118,118,0,1,0,0,0,0,,,2026-W15
vis_002304,2026-04-07,Outside Campus,direct,(direct),none,none,/pricing,(direct),desktop,macOS,Chrome,France,Ile-de-France,Paris,fr,2,1,2,1.0,2,233,466,0,0,0,0,0,0,,,2026-W15
vis_002305,2026-04-07,DSU Campus,direct,(direct),none,none,/docs,(direct),mobile,Android,Edge,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,71,71,0,0,0,1,0,0,,,2026-W15
vis_002306,2026-04-07,Outside Campus,referral,referral,referral,partner_aiweekly,/blog/llm-observability-guide,google.com,mobile,iOS,Edge,Canada,Ontario,Toronto,en-CA,1,0,4,4.0,1,221,221,0,1,0,0,0,0,,,2026-W15
vis_002307,2026-04-07,Outside Campus,organic_search,organic_search,organic,none,/,google.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,0,4,4.0,1,965,965,0,0,0,0,0,0,,,2026-W15
vis_002308,2026-04-07,Outside Campus,referral,referral,referral,partner_aiweekly,/,google.com,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,295,295,0,0,0,0,0,0,,,2026-W15
vis_002309,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/,google.com,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,5,5.0,1,674,674,0,0,1,1,0,0,,,2026-W15
vis_002310,2026-04-08,DSU Campus,social_twitter,social_twitter,social,llm_observability_buzz,/docs,t.co,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,51,51,0,0,0,0,1,0,,,2026-W15
vis_002311,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/features,google.com,desktop,macOS,Safari,United States,California,San Francisco,en-US,3,1,1,0.33,3,10,30,1,0,0,0,0,0,,,2026-W15
vis_002312,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/zero-trust-llm-security,t.co,desktop,macOS,Chrome,Netherlands,North Holland,Amsterdam,nl,2,1,2,1.0,2,324,648,0,1,1,0,0,0,,,2026-W15
vis_002313,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/llm-observability-guide,google.com,mobile,iOS,Safari,Germany,Bavaria,Munich,de,2,1,2,1.0,2,302,604,0,0,1,0,1,1,usr_00167,3,2026-W15
vis_002314,2026-04-08,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/blog/cognitive-waste-index,google.com,desktop,Windows,Safari,Canada,Ontario,Toronto,en-CA,1,0,7,7.0,1,98,98,0,0,0,0,0,0,,,2026-W15
vis_002315,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/zero-trust-llm-security,google.com,desktop,Windows,Edge,Germany,Bavaria,Munich,de,1,0,1,1.0,1,26,26,1,0,0,0,0,0,,,2026-W15
vis_002316,2026-04-08,Outside Campus,newsletter,newsletter,email,beta_waitlist,/,aiweekly.newsletter,desktop,macOS,Chrome,Germany,Bavaria,Munich,de,4,1,3,0.75,4,175,700,0,0,0,0,0,0,,,2026-W15
vis_002317,2026-04-08,Outside Campus,direct,(direct),none,none,/docs,(direct),desktop,Windows,Chrome,Poland,Mazovia,Warsaw,pl,1,0,5,5.0,1,325,325,0,0,0,0,0,0,,,2026-W15
vis_002318,2026-04-08,DSU Campus,organic_search,organic_search,organic,none,/blog/llm-observability-guide,google.com,desktop,Windows,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,3,3.0,1,208,208,0,1,1,1,0,0,,,2026-W15
vis_002319,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/features,google.com,desktop,Windows,Chrome,Canada,Ontario,Toronto,en-CA,1,0,4,4.0,1,428,428,0,0,1,1,0,0,,,2026-W15
vis_002320,2026-04-08,DSU Campus,organic_search,organic_search,organic,none,/,google.com,desktop,Windows,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,1,1.0,1,114,114,1,0,1,0,0,0,,,2026-W15
vis_002321,2026-04-08,Outside Campus,newsletter,newsletter,email,beta_waitlist,/blog/cognitive-waste-index,aiweekly.newsletter,tablet,iOS,Safari,United States,California,San Francisco,en-US,1,0,4,4.0,1,111,111,0,0,0,1,1,1,usr_00168,0,2026-W15
vis_002322,2026-04-08,Outside Campus,referral,referral,referral,partner_aiweekly,/,google.com,desktop,Windows,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,393,393,0,1,0,0,0,0,,,2026-W15
vis_002323,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/features,google.com,mobile,Android,Safari,India,Karnataka,Bengaluru,en-IN,1,0,3,3.0,1,203,203,0,0,0,0,0,0,,,2026-W15
vis_002324,2026-04-08,DSU Campus,social_twitter,social_twitter,social,llm_observability_buzz,/docs,t.co,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,902,902,0,1,1,0,0,0,,,2026-W15
vis_002325,2026-04-08,Outside Campus,referral,referral,referral,partner_aiweekly,/pricing,google.com,desktop,Windows,Firefox,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,663,663,0,1,1,0,0,0,,,2026-W15
vis_002326,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/cognitive-waste-index,t.co,mobile,Android,Chrome,United States,California,San Francisco,en-US,1,1,3,3.0,1,571,571,0,1,0,0,0,0,,,2026-W15
vis_002327,2026-04-08,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/blog/zero-trust-llm-security,linkedin.com,desktop,macOS,Safari,United States,California,San Francisco,en-US,1,0,2,2.0,1,87,87,0,0,1,0,0,0,,,2026-W15
vis_002328,2026-04-08,Outside Campus,referral,referral,referral,partner_aiweekly,/blog/cognitive-waste-index,google.com,mobile,iOS,Chrome,United States,California,San Francisco,en-US,1,1,3,3.0,1,450,450,0,0,0,0,0,0,,,2026-W15
vis_002329,2026-04-08,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/blog/cognitive-waste-index,linkedin.com,desktop,Windows,Chrome,Germany,Bavaria,Munich,de,1,0,3,3.0,1,331,331,0,1,1,0,0,0,,,2026-W15
vis_002330,2026-04-08,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/,linkedin.com,desktop,Windows,Safari,India,Karnataka,Bengaluru,en-IN,1,0,5,5.0,1,260,260,0,0,1,0,0,0,,,2026-W15
vis_002331,2026-04-08,Outside Campus,hackernews,hackernews,social,show_hn_launch,/pricing,news.ycombinator.com,desktop,Windows,Safari,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,632,632,0,1,0,0,0,0,,,2026-W15
vis_002332,2026-04-08,Outside Campus,referral,referral,referral,partner_aiweekly,/,google.com,mobile,iOS,Chrome,United States,California,San Francisco,en-US,1,1,2,2.0,1,41,41,0,0,0,0,0,0,,,2026-W15
vis_002333,2026-04-08,Outside Campus,newsletter,newsletter,email,beta_waitlist,/,aiweekly.newsletter,desktop,Windows,Chrome,United States,California,San Francisco,en-US,1,0,4,4.0,1,138,138,0,1,0,0,0,0,,,2026-W15
vis_002334,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/,google.com,desktop,Windows,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,487,487,0,1,0,0,0,0,,,2026-W15
vis_002335,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/blog/zero-trust-llm-security,google.com,mobile,Android,Safari,India,Karnataka,Bengaluru,en-IN,4,1,3,0.75,4,167,668,0,0,0,0,1,1,usr_00169,0,2026-W15
vis_002336,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/zero-trust-llm-security,google.com,mobile,Android,Chrome,Canada,Ontario,Toronto,en-CA,2,1,2,1.0,2,118,236,0,0,1,0,0,0,,,2026-W15
vis_002337,2026-04-08,Outside Campus,referral,referral,referral,partner_aiweekly,/,google.com,desktop,Windows,Chrome,United States,California,San Francisco,en-US,6,1,2,0.33,6,42,252,0,0,0,0,0,0,,,2026-W15
vis_002338,2026-04-08,DSU Campus,social_twitter,social_twitter,social,llm_observability_buzz,/,t.co,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,65,65,0,0,0,0,1,0,,,2026-W15
vis_002339,2026-04-08,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/blog/llm-observability-guide,linkedin.com,desktop,Windows,Safari,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,227,227,0,1,1,0,0,0,,,2026-W15
vis_002340,2026-04-08,Outside Campus,referral,referral,referral,partner_aiweekly,/,google.com,desktop,Windows,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,5,5.0,1,458,458,0,0,0,0,0,0,,,2026-W15
vis_002341,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/features,google.com,desktop,Linux,Chrome,Australia,New South Wales,Sydney,en-AU,1,0,6,6.0,1,802,802,0,1,0,1,0,0,,,2026-W15
vis_002342,2026-04-08,DSU Campus,direct,(direct),none,none,/,(direct),desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,2,1,2,1.0,2,50,100,0,0,0,0,0,0,,,2026-W15
vis_002343,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/blog/zero-trust-llm-security,google.com,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,3,1,2,0.67,3,81,243,0,1,0,0,0,0,,,2026-W15
vis_002344,2026-04-08,Outside Campus,newsletter,newsletter,email,beta_waitlist,/blog/llm-observability-guide,aiweekly.newsletter,desktop,Windows,Chrome,United States,California,San Francisco,en-US,1,0,3,3.0,1,429,429,0,1,0,1,0,0,,,2026-W15
vis_002345,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/cognitive-waste-index,t.co,desktop,Windows,Edge,United States,California,San Francisco,en-US,1,0,2,2.0,1,123,123,0,0,0,0,1,1,usr_00170,1,2026-W15
vis_002346,2026-04-08,Outside Campus,hackernews,hackernews,social,show_hn_launch,/pricing,news.ycombinator.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,2,1,3,1.5,2,341,682,0,1,1,0,0,0,,,2026-W15
vis_002347,2026-04-08,Outside Campus,direct,(direct),none,none,/blog/llm-observability-guide,(direct),desktop,Windows,Safari,Australia,New South Wales,Sydney,en-AU,2,1,4,2.0,2,179,358,0,0,0,0,0,0,,,2026-W15
vis_002348,2026-04-08,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/blog/cognitive-waste-index,linkedin.com,desktop,Windows,Safari,France,Ile-de-France,Paris,fr,1,0,3,3.0,1,39,39,0,0,0,0,0,0,,,2026-W15
vis_002349,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/,google.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,0,3,3.0,1,114,114,0,1,1,1,0,0,,,2026-W15
vis_002350,2026-04-08,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/docs,google.com,desktop,Windows,Safari,United States,California,San Francisco,en-US,1,0,5,5.0,1,96,96,0,0,0,0,0,0,,,2026-W15
vis_002351,2026-04-08,Outside Campus,linkedin,linkedin,social,b2b_mlsops_q2,/,linkedin.com,desktop,Windows,Firefox,Brazil,Sao Paulo,Sao Paulo,pt-BR,1,0,1,1.0,1,111,111,1,0,0,0,0,0,,,2026-W15
vis_002352,2026-04-08,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/blog/llm-observability-guide,google.com,desktop,Windows,Firefox,Canada,Ontario,Toronto,en-CA,1,0,1,1.0,1,105,105,1,0,0,0,0,0,,,2026-W15
vis_002353,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/llm-observability-guide,t.co,mobile,Android,Chrome,United States,California,San Francisco,en-US,1,0,5,5.0,1,712,712,0,1,0,0,0,0,,,2026-W15
vis_002354,2026-04-08,DSU Campus,direct,(direct),none,none,/features,(direct),mobile,iOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,720,720,0,1,0,0,0,0,,,2026-W15
vis_002355,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/cognitive-waste-index,google.com,mobile,Android,Chrome,Australia,New South Wales,Sydney,en-AU,2,1,1,0.5,2,91,182,1,0,0,1,0,0,,,2026-W15
vis_002356,2026-04-08,DSU Campus,direct,(direct),none,none,/pricing,(direct),desktop,Windows,Edge,India,Karnataka,Bengaluru,en-IN,6,1,2,0.33,6,266,1596,0,1,0,0,0,0,,,2026-W15
vis_002357,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/pricing,google.com,desktop,Windows,Edge,United States,California,San Francisco,en-US,1,0,4,4.0,1,619,619,0,0,0,1,0,0,,,2026-W15
vis_002358,2026-04-08,Outside Campus,hackernews,hackernews,social,show_hn_launch,/features,news.ycombinator.com,desktop,Windows,Edge,Spain,Catalonia,Barcelona,es,4,1,5,1.25,4,1448,5792,0,1,0,0,0,0,,,2026-W15
vis_002359,2026-04-08,DSU Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/llm-observability-guide,t.co,mobile,iOS,Safari,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,88,88,0,0,1,0,0,0,,,2026-W15
vis_002360,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/llm-observability-guide,google.com,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,269,269,0,0,1,0,0,0,,,2026-W15
vis_002361,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/,google.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,2,1,4,2.0,2,88,176,0,0,0,0,0,0,,,2026-W15
vis_002362,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/llm-observability-guide,google.com,desktop,Linux,Chrome,United States,California,San Francisco,en-US,1,0,1,1.0,1,147,147,1,0,0,0,0,0,,,2026-W15
vis_002363,2026-04-08,Outside Campus,direct,(direct),none,none,/features,(direct),desktop,macOS,Safari,Australia,New South Wales,Sydney,en-AU,1,1,5,5.0,1,421,421,0,0,1,0,0,0,,,2026-W15
vis_002364,2026-04-08,DSU Campus,linkedin,linkedin,social,b2b_mlsops_q2,/features,linkedin.com,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,2,2.0,1,327,327,0,0,1,0,0,0,,,2026-W15
vis_002365,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/blog/llm-observability-guide,t.co,desktop,Windows,Chrome,Australia,New South Wales,Sydney,en-AU,1,0,3,3.0,1,138,138,0,1,0,1,0,0,,,2026-W15
vis_002366,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/blog/cognitive-waste-index,google.com,desktop,Linux,Chrome,United Kingdom,England,London,en-GB,1,0,5,5.0,1,270,270,0,0,0,0,0,0,,,2026-W15
vis_002367,2026-04-08,Outside Campus,hackernews,hackernews,social,show_hn_launch,/,news.ycombinator.com,desktop,macOS,Chrome,Germany,Bavaria,Munich,de,1,0,3,3.0,1,91,91,0,1,1,1,0,0,,,2026-W15
vis_002368,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/,t.co,desktop,Linux,Chrome,United States,California,San Francisco,en-US,1,0,2,2.0,1,385,385,0,0,0,0,0,0,,,2026-W15
vis_002369,2026-04-08,DSU Campus,direct,(direct),none,none,/docs,(direct),mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,1,1.0,1,97,97,1,0,0,1,1,1,usr_00171,5,2026-W15
vis_002370,2026-04-08,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/,google.com,desktop,Windows,Chrome,Japan,Tokyo,Tokyo,ja,1,0,3,3.0,1,142,142,0,1,0,0,0,0,,,2026-W15
vis_002371,2026-04-08,DSU Campus,organic_search,organic_search,organic,none,/,google.com,desktop,Windows,Safari,India,Karnataka,Bengaluru,en-IN,1,1,2,2.0,1,207,207,0,0,0,0,0,0,,,2026-W15
vis_002372,2026-04-08,Outside Campus,paid_search,paid_search,cpc,brand_llm_monitoring,/blog/zero-trust-llm-security,google.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,3,1,3,1.0,3,195,585,0,0,1,0,0,0,,,2026-W15
vis_002373,2026-04-08,Outside Campus,direct,(direct),none,none,/,(direct),mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,2,1,1,0.5,2,64,128,1,0,0,0,0,0,,,2026-W15
vis_002374,2026-04-08,DSU Campus,linkedin,linkedin,social,b2b_mlsops_q2,/blog/cognitive-waste-index,linkedin.com,mobile,iOS,Firefox,India,Karnataka,Bengaluru,en-IN,1,0,5,5.0,1,92,92,0,1,0,0,0,0,,,2026-W15
vis_002375,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/blog/zero-trust-llm-security,google.com,desktop,macOS,Edge,India,Karnataka,Bengaluru,en-IN,1,0,1,1.0,1,19,19,1,0,0,0,0,0,,,2026-W15
vis_002376,2026-04-08,DSU Campus,organic_search,organic_search,organic,none,/docs,google.com,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,4,4.0,1,363,363,0,0,0,0,0,0,,,2026-W15
vis_002377,2026-04-08,Outside Campus,direct,(direct),none,none,/blog/cognitive-waste-index,(direct),desktop,Windows,Safari,United States,California,San Francisco,en-US,4,1,3,0.75,4,726,2904,0,1,0,0,0,0,,,2026-W15
vis_002378,2026-04-08,Outside Campus,hackernews,hackernews,social,show_hn_launch,/,news.ycombinator.com,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,0,3,3.0,1,187,187,0,1,1,0,0,0,,,2026-W15
vis_002379,2026-04-08,DSU Campus,newsletter,newsletter,email,beta_waitlist,/,aiweekly.newsletter,mobile,Android,Chrome,India,Karnataka,Bengaluru,en-IN,5,1,5,1.0,5,488,2440,0,1,0,0,0,0,,,2026-W15
vis_002380,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/blog/zero-trust-llm-security,google.com,desktop,Linux,Safari,India,Karnataka,Bengaluru,en-IN,1,0,3,3.0,1,454,454,0,0,0,1,0,0,,,2026-W15
vis_002381,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/features,t.co,tablet,Android,Chrome,Canada,Ontario,Toronto,en-CA,1,0,3,3.0,1,972,972,0,0,0,0,1,1,usr_00172,0,2026-W15
vis_002382,2026-04-08,DSU Campus,referral,referral,referral,partner_aiweekly,/,google.com,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,2,1,2,1.0,2,153,306,0,0,0,0,0,0,,,2026-W15
vis_002383,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/,t.co,desktop,macOS,Chrome,India,Karnataka,Bengaluru,en-IN,1,0,3,3.0,1,83,83,0,0,0,0,0,0,,,2026-W15
vis_002384,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/,t.co,desktop,macOS,Chrome,United States,California,San Francisco,en-US,1,0,6,6.0,1,535,535,0,0,1,0,0,0,,,2026-W15
vis_002385,2026-04-08,Outside Campus,social_twitter,social_twitter,social,llm_observability_buzz,/docs,t.co,mobile,iOS,Chrome,France,Ile-de-France,Paris,fr,1,0,4,4.0,1,186,186,0,0,0,0,0,0,,,2026-W15
vis_002386,2026-04-08,Outside Campus,direct,(direct),none,none,/,(direct),desktop,macOS,Chrome,Brazil,Sao Paulo,Sao Paulo,pt-BR,1,0,2,2.0,1,104,104,0,0,0,0,0,0,,,2026-W15
vis_002387,2026-04-08,Outside Campus,organic_search,organic_search,organic,none,/,google.com,tablet,iOS,Chrome,United States,California,San Francisco,en-US,1,0,3,3.0,1,214,214,0,0,1,0,0,0,,,2026-W15
